property_type,sector,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
flat,sector 33,Ashiana Anmol,1.1,8627.0,2,2,2,4.0,Under Construction,1275.0,0,0,0,0,0,0,0
house,sector 31,independent,3.25,22429.0,4,4,3+,3.0,Moderately Old,1449.0,1,1,1,1,0,1,29
flat,sector 70,Shree Vardhman Victoria3.8 ★,1.75,8974.0,3,5,0,0.0,Relatively New,1950.0,0,0,0,0,0,0,0
flat,sector 81,Signature Global Synera3.4 ★,0.49,6667.0,2,2,3,5.0,Relatively New,700.0,0,0,0,0,0,0,117
flat,sector 92,Sare Crescent Parc Royal Greens Phase 1,0.5,5000.0,2,2,3,2.0,Relatively New,1000.0,0,0,0,0,0,0,0
flat,sector 52,Ardee City3.8 ★,1.5,9146.0,4,4,3,3.0,Old Property,1484.0,0,0,0,0,0,0,65
flat,sohna road,Breez Global Hill View,0.3,5128.0,2,2,1,11.0,New Property,650.0,0,0,0,0,0,0,91
flat,sector 53,Tulip Monsella,5.6,19364.0,3,3,3+,1.0,Under Construction,2617.0,0,0,0,0,0,0,42
flat,sector 82a,DLF The Primus3.9 ★,1.85,10176.0,3,3,3,15.0,Moderately Old,1677.0,0,0,0,0,1,0,38
house,sector 43,independent,6.5,35403.0,5,4,3+,3.0,Moderately Old,1836.0,0,1,0,1,0,1,54
flat,sohna road,Eldeco Accolade3.8 ★,0.96,6571.0,2,2,3+,14.0,Relatively New,1131.0,1,0,0,0,0,0,151
flat,sohna road,Trisara Our Homes 3,0.35,5564.0,2,2,1,2.0,New Property,699.0,0,0,0,0,0,0,74
house,sector 23,independent,1.2,6231.0,3,2,2,3.0,New Property,1500.0,0,0,0,0,0,1,79
flat,sector 76,Godrej 1014.0 ★,2.03,9046.0,3,4,3+,7.0,Relatively New,2031.0,0,1,0,0,0,0,118
flat,sector 65,M3M Golfestate4.4 ★,5.5,16960.0,3,4,3,3.0,Relatively New,2803.0,0,1,0,0,0,0,49
flat,sector 56,Sukhshanti Apartment,1.65,7006.0,3,3,3+,5.0,Moderately Old,2131.0,1,0,0,0,0,1,134
flat,sector 37d,BPTP Terra3.8 ★,2.08,10000.0,4,4,3,0.0,New Property,2211.0,1,1,0,1,0,0,121
flat,sohna road,Signature Global Park4.0 ★,0.87,7190.0,3,2,3,4.0,Relatively New,1210.0,0,0,0,0,0,0,0
flat,sector 81,Signature Global Synera3.4 ★,0.31,7434.0,1,1,1,13.0,Relatively New,366.0,0,0,0,0,0,2,123
flat,sector 67a,Ireo The Corridors,1.8,14658.0,3,3,3,6.0,New Property,1551.0,0,1,1,0,0,1,150
flat,sector 65,M3M Heights,2.25,13612.0,2,2,3,5.0,Under Construction,1592.0,0,0,0,0,0,0,0
flat,sector 108,Experion The Heartsong3.9 ★,1.2,6826.0,3,2,3+,11.0,Relatively New,1550.0,0,1,0,1,0,1,174
flat,sector 33,Godrej Nature Plus,1.7,12593.0,3,3,3+,6.0,New Property,1500.0,0,1,0,0,0,0,38
flat,sector 68,M3M Sierra 68,1.25,10246.0,2,2,3,4.0,New Property,938.0,0,0,0,0,0,0,44
flat,sector 68,M3M Sierra 68,1.13,9076.0,2,2,3,9.0,Relatively New,1130.0,0,0,0,0,0,1,149
flat,sector 111,M3M The Tree Of Life,2.35,14551.0,3,3,3+,5.0,Under Construction,1615.0,0,0,0,0,0,0,0
house,arjun nagar,independent,0.82,10224.0,2,4,0,2.0,Relatively New,891.0,0,0,0,0,0,0,0
flat,sector 84,Spaze Privy AT43.9 ★,1.24,6465.0,3,3,3,8.0,Relatively New,1650.0,1,0,0,0,0,1,158
house,sector 43,independent,2.15,13030.0,1,1,0,1.0,Moderately Old,1650.0,0,0,0,0,0,0,0
flat,sector 69,Tulip Violet4.3 ★,1.4,8838.0,3,3,2,1.0,Relatively New,1428.0,0,0,0,0,0,0,95
house,sector 38,huda floor,4.0,22222.0,4,9,3+,2.0,Relatively New,4800.0,0,0,1,1,0,1,152
flat,sector 110,Mahindra Aura4.2 ★,1.8,8815.0,3,3,3+,7.0,Relatively New,1850.0,0,1,0,0,0,1,136
flat,sector 67,M3M Merlin3.7 ★,2.9,14167.0,3,3,3,0.0,Relatively New,2047.0,0,0,0,0,1,1,49
house,sector 11,sai kripa floors 5,0.9,11250.0,2,5,3,3.0,Relatively New,800.0,0,0,0,0,0,0,0
flat,sector 69,Tulip Violet4.2 ★,3.25,10106.0,4,5,3+,14.0,Relatively New,2910.0,0,0,0,1,1,0,20
flat,sector 12,Lord Krishna,2.7,8571.0,4,3,3,6.0,Old Property,3150.0,0,0,0,0,0,0,0
flat,sector 62,Pioneer Urban Presidia,6.5,14987.0,4,4,3+,3.0,Moderately Old,3925.0,1,0,0,0,0,0,86
flat,sector 82a,DLF The Primus3.9 ★,2.2,10516.0,3,3,3+,16.0,Relatively New,1893.0,0,1,0,0,0,2,174
flat,sector 68,M3M The Marina4.0 ★,2.22,14323.0,3,2,3,4.0,Relatively New,1403.0,0,0,0,0,0,0,44
flat,sector 106,Paras Dews,0.87,9255.0,2,2,3+,1.0,New Property,1120.0,0,0,0,0,0,0,174
flat,sector 37d,BPTP Terra3.8 ★,1.79,8981.0,4,3,3,15.0,Relatively New,1808.0,0,0,0,0,1,1,37
house,sector 48,vipul tatvam villa,8.2,25309.0,3,3,2,2.0,Moderately Old,3240.0,1,1,0,1,0,2,160
flat,gwal pahari,.,7.0,10999.0,4,4,3+,6.0,Relatively New,5430.0,0,1,0,0,0,0,52
flat,sector 65,Emaar Mgf Emerald Floors,2.6,15758.0,3,3,3+,3.0,Relatively New,1650.0,0,0,0,0,0,0,0
flat,sector 69,Tulip Violet4.3 ★,1.72,8731.0,4,4,1,12.0,Relatively New,1783.0,0,0,0,0,0,0,86
flat,sector 95,Ramsons Kshitij3.7 ★,0.17,544.0,1,1,1,12.0,Relatively New,3569.0,0,0,0,0,0,0,56
flat,sector 102,Emaar Gurgaon Greens4.1 ★,1.45,8788.0,3,3,3,7.0,Relatively New,1493.0,0,1,0,0,0,0,159
house,bhondsi,independent,0.44,4251.0,3,2,1,1.0,Relatively New,128.0,0,0,0,1,1,0,46
flat,sector 83,Vatika City Homes3.9 ★,0.8,6061.0,2,2,2,8.0,Moderately Old,1195.0,0,0,1,0,0,0,22
flat,sector 72,Tata Primanti4.1 ★,4.0,13769.0,4,5,3+,9.0,Relatively New,2800.0,0,1,0,0,0,1,165
flat,sector 72,Tata Primanti4.1 ★,3.3,15103.0,3,4,3+,15.0,New Property,2185.0,0,1,0,0,0,2,174
flat,valley view estate,Valley View Estate,1.5,8278.0,4,4,3+,9.0,Old Property,2013.0,1,1,0,0,1,0,135
flat,dwarka expressway,Experion Heartsong,1.08,6150.0,3,3,0,2.0,Under Construction,1758.0,0,0,0,0,0,0,0
flat,sector 89,Tulip Petals3.6 ★,1.55,10000.0,3,2,3,6.0,Moderately Old,1403.0,0,0,1,0,0,1,111
flat,sector 61,Smart World Orchard,1.6,13913.0,2,2,2,3.0,New Property,1278.0,1,0,0,0,0,0,122
house,sector 31,independent,3.69,23699.0,4,4,2,2.0,Moderately Old,1557.0,1,1,0,1,0,1,75
house,sector 25,independent,4.45,32963.0,4,3,3+,2.0,Moderately Old,1350.0,0,0,1,0,0,0,79
flat,sector 65,M3M Golfestate4.4 ★,6.15,18331.0,3,4,2,20.0,Relatively New,3355.0,0,0,0,0,0,0,0
flat,sector 103,Indiabulls Centrum Park3.7 ★,1.05,5859.0,2,2,3,1.0,Relatively New,1365.0,0,0,0,0,0,1,0
flat,sector 70a,Paras Irene3.7 ★,1.2,8451.0,2,2,3,6.0,Moderately Old,1285.0,0,0,0,0,0,0,42
flat,sector 86,Pyramid Urban Homes 2,0.43,8583.0,2,2,1,6.0,New Property,557.0,1,0,0,0,0,0,92
flat,sector 2,Bestech Park View Residency3.9 ★,0.56,8629.0,1,1,2,6.0,Moderately Old,723.0,0,0,0,0,0,0,77
flat,sector 65,M3M Heights,2.8,14997.0,3,3,3,20.0,Under Construction,1867.0,0,0,0,0,0,0,91
house,sector 43,independent,1.9,3909.0,3,3,3+,3.0,Old Property,60.0,0,0,0,0,0,2,0
house,sector 105,independent,0.7,5833.0,3,2,2,1.0,Moderately Old,1200.0,0,0,0,0,0,0,0
flat,sector 60,Ireo Skyon4.0 ★,2.65,13125.0,3,4,3+,7.0,Moderately Old,2037.0,0,1,0,0,0,1,152
flat,sector 113,La Vida by Tata Housing,2.48,14091.0,3,3,3+,8.0,New Property,1980.0,0,1,0,0,0,0,79
flat,sector 74,M3M Skywalk,1.5,12500.0,2,2,3,17.0,Relatively New,1300.0,0,0,1,0,0,0,174
flat,sector 102,Emaar Gurgaon Greens4.1 ★,1.4,13685.0,3,3,3,7.0,Relatively New,1315.0,0,1,0,0,0,0,67
flat,sector 50,The Close North4.0 ★,2.7,10365.0,3,3,3+,6.0,Moderately Old,2400.0,0,1,0,0,0,0,174
flat,sector 82,Mapsko Royale Ville3.7 ★,0.97,5419.0,3,4,2,16.0,Relatively New,1620.0,0,1,0,0,0,0,95
house,sector 14,independent,4.15,18444.0,5,4,2,2.0,Old Property,2250.0,0,0,0,0,0,1,51
flat,sector 102,Adani M2K Oyster Grande3.9 ★,2.5,7817.0,4,5,3+,10.0,Relatively New,2600.0,0,1,0,1,0,1,174
flat,sector 79,Supertech Araville,0.8,6178.0,2,2,3+,9.0,New Property,1172.0,0,0,0,0,1,0,24
house,sector 48,eldeco mansionz,4.75,20299.0,7,7,3,2.0,Moderately Old,2340.0,1,0,0,0,0,1,33
flat,sector 37d,BPTP Terra3.8 ★,1.5,8255.0,3,3,3,12.0,Relatively New,1686.0,0,0,0,0,1,0,49
house,sohna road road,prem kunj,0.5,7407.0,2,4,3,3.0,Relatively New,725.0,0,0,0,1,0,0,22
flat,sector 70a,AIPL The Peaceful Homes3.9 ★,2.5,11628.0,3,3,3+,15.0,Relatively New,1723.0,0,0,0,0,1,1,174
flat,sector 111,Puri Diplomatic Greens4.0 ★,3.4,11525.0,4,5,3+,14.0,Relatively New,2670.0,0,1,0,0,0,1,94
house,devilal colony,independent,0.5,6083.0,3,2,1,1.0,Moderately Old,822.0,0,0,0,0,0,0,0
flat,sector 83,Vatika Lifestyle Homes3.8 ★,1.15,6553.0,3,2,3,15.0,Relatively New,1588.0,0,0,0,0,0,0,37
house,sector 93,dlf gardencity enclave,1.3,11285.0,3,2,1,3.0,Relatively New,1152.0,0,0,0,0,0,0,50
flat,sector 37c,Corona Optus3.9 ★,1.25,7176.0,3,3,3,2.0,Relatively New,1563.0,1,0,0,0,0,0,49
flat,sector 92,Sare Homes,0.68,5239.0,3,3,2,11.0,Relatively New,1442.0,0,0,0,1,0,0,100
flat,sector 109,ATS Tourmaline3.9 ★,2.3,8897.0,3,4,3+,10.0,New Property,2339.0,0,1,0,0,1,0,74
flat,sector 62,Pioneer Araya3.8 ★,9.14,19488.0,4,6,3,16.0,Relatively New,3932.0,1,1,1,0,0,1,146
house,sector 109,international city by sobha phase 2,8.75,24306.0,5,5,3+,3.0,New Property,3600.0,1,1,1,1,0,1,153
house,saraswati vihar,housing board colony,5.5,30556.0,4,3,3,2.0,Old Property,1800.0,0,0,0,1,1,1,22
flat,sector 65,Emaar MGF Emerald Estate3.8 ★,1.75,12545.0,3,3,3,10.0,Relatively New,1081.0,0,1,0,0,0,1,124
flat,sector 2,Supertech Hilltown,0.8,5556.0,3,2,3,8.0,Moderately Old,1440.0,0,0,0,0,0,0,0
flat,sector 86,Pyramid Urban Homes 2,0.5,9690.0,2,2,2,6.0,Old Property,573.0,0,0,0,0,0,0,15
flat,sector 108,Sobha City,2.33,14463.0,3,3,3,17.0,Relatively New,1711.0,0,0,1,0,0,1,159
house,sector 10a,independent,3.6,19608.0,3,4,3,3.0,Moderately Old,1836.0,0,0,0,1,0,1,28
flat,sector 88a,The Center Court,2.1,12174.0,4,4,3,0.0,New Property,1745.0,1,1,0,0,0,0,142
house,sector 48,vipul tatvam villa,7.8,23145.0,4,4,3+,2.0,Relatively New,3240.0,1,1,1,1,0,1,145
flat,sector 105,Uphaar Homes,0.45,4737.0,3,2,1,1.0,Relatively New,1056.0,0,0,0,0,0,1,44
flat,sector 14,Vasant Appartments,1.7,7391.0,5,5,2,2.0,Old Property,2556.0,1,0,1,1,0,2,71
flat,sector 66,Emaar MGF The Palm Drive4.1 ★,3.2,17778.0,3,3,3,12.0,Relatively New,1800.0,1,1,1,1,0,1,117
flat,sector 104,Zara Aavaas,0.4,7030.0,2,2,1,4.0,Relatively New,514.0,0,0,0,0,0,0,52
house,sector 8,independent,0.82,9111.0,2,3,3,2.0,Moderately Old,900.0,0,0,0,0,0,0,12
flat,sector 37d,BPTP Terra3.8 ★,1.45,8007.0,3,3,3,9.0,Relatively New,1639.0,0,0,0,0,0,0,107
flat,sohna road,Signature Global Park4.0 ★,0.55,7353.0,2,2,3,4.0,New Property,828.0,0,0,0,0,0,0,80
flat,sector 2,Palam Vihar Extension West Zone RWA,0.2,4000.0,1,1,1,1.0,Moderately Old,556.0,0,0,0,0,1,0,0
flat,sector 66,Emaar MGF The Palm Drive4.1 ★,2.8,16471.0,3,4,3,8.0,Relatively New,1700.0,0,1,0,0,0,1,117
flat,sohna road,g l s arawali homes,0.26,4514.0,2,2,2,1.0,Moderately Old,521.0,0,0,0,0,0,0,0
flat,sector 108,Experion The Heartsong3.9 ★,1.25,9259.0,3,3,3,1.0,Relatively New,1500.0,0,1,0,1,0,0,174
flat,sector 65,M3M Golfestate4.4 ★,5.9,17481.0,3,3,3,18.0,Relatively New,3043.0,1,1,0,0,0,0,76
flat,sector 54,Sunischit Apartments,1.75,7955.0,3,4,3+,5.0,Moderately Old,1900.0,0,1,0,0,0,1,83
flat,sector 76,Whiteland  The ASPEN,3.5,11917.0,3,4,3,8.0,Under Construction,2937.0,0,0,0,0,0,0,0
flat,sector 69,Tulip Violet4.3 ★,1.4,8929.0,3,3,1,12.0,Relatively New,1376.0,0,0,0,1,0,0,174
flat,sector 108,Experion The Heartsong3.9 ★,1.3,8344.0,3,3,3+,7.0,Relatively New,1661.0,1,0,0,0,0,0,150
flat,sector 81,Bestech Park View Grand Spa4.3 ★,4.2,10000.0,4,4,3+,25.0,Relatively New,3512.0,0,1,0,0,0,1,90
flat,sector 79,Godrej 1014.0 ★,1.93,8532.0,3,4,3+,5.0,Relatively New,2047.0,0,1,0,0,0,0,158
house,sector 26,independent,15.0,33333.0,4,4,3,3.0,Moderately Old,4500.0,0,1,1,0,0,1,36
flat,sector 65,Emaar MGF Emerald Estate3.8 ★,1.7,21014.0,3,3,3,7.0,Relatively New,1081.0,1,0,0,0,0,1,116
flat,sector 102,Shapoorji Pallonji Joyville Gurugram4.0 ★,2.0,10799.0,3,3,3,9.0,Relatively New,1676.0,0,0,0,0,0,0,49
flat,sector 79,Godrej Aria3.8 ★,1.3,9623.0,2,4,2,3.0,Relatively New,1223.0,0,0,0,0,0,0,53
house,devilal colony,independent,0.22,7407.0,2,2,2,1.0,Moderately Old,37.0,0,0,0,0,0,0,0
flat,sector 66,Ireo Uptown4.1 ★,2.4,13065.0,3,2,3,5.0,Relatively New,1700.0,0,1,0,0,0,1,156
flat,sector 33,Godrej Nature Plus Serenity,1.39,11583.0,3,2,3+,23.0,Under Construction,1333.0,0,0,0,0,0,0,105
flat,sector 107,M3M Woodshire4.0 ★,1.45,6141.0,3,4,3+,7.0,Relatively New,1900.0,0,1,0,0,0,0,67
flat,sector 81,Vipul Lavanya3.9 ★,0.64,5263.0,2,2,3,12.0,Relatively New,1361.0,0,0,0,0,0,1,93
house,sector 31,independent,4.25,26235.0,5,5,3+,3.0,Moderately Old,1620.0,0,0,1,1,0,1,56
flat,sector 61,Pioneer Park3.8 ★,2.04,14624.0,3,3,3+,16.0,Moderately Old,1595.0,0,1,0,0,0,1,165
flat,sector 74,M3M skywalk,1.5,10714.0,2,2,1,8.0,New Property,1556.0,0,0,0,0,0,0,16
house,sector 2,independent,0.7,7778.0,1,1,0,1.0,Moderately Old,900.0,0,0,0,0,0,0,0
flat,sector 79,M3M Golfestate,1.4,10000.0,2,2,2,4.0,Relatively New,1556.0,1,1,1,0,0,2,83
house,devilal colony,independent,0.6,10753.0,3,3,1,2.0,Relatively New,558.0,0,0,0,0,0,0,0
house,sector 55,independent,1.64,10123.0,3,3,2,4.0,New Property,1620.0,1,1,0,0,0,1,54
house,sector 70a,bptp astaire gardens,1.04,7172.0,3,3,3+,2.0,Relatively New,1611.0,0,0,0,0,1,1,145
flat,sector 104,ATS Triumph3.9 ★,2.6,8814.0,4,4,3+,16.0,Relatively New,3064.0,0,1,0,0,0,1,150
flat,sector 65,Emaar MGF Emerald Floors Premier3.8 ★,2.85,14430.0,4,4,3,3.0,Relatively New,2194.0,1,1,0,0,0,0,28
flat,sector 107,M3M Woodshire4.0 ★,1.29,8836.0,3,3,3+,1.0,Relatively New,1690.0,0,0,0,1,0,1,174
flat,sector 1,DNHA CGHS,0.85,3864.0,3,3,0,5.0,Moderately Old,2200.0,0,0,0,0,0,0,0
house,sector 66,emaar mgf marbella,12.0,37037.0,5,5,3+,3.0,New Property,3240.0,0,1,1,1,0,1,106
house,sector 25,independent,11.0,35530.0,5,5,3+,2.0,Relatively New,3096.0,1,1,1,1,0,0,29
flat,sector 102,Conscient Heritage Max4.3 ★,2.2,10237.0,3,4,3+,9.0,Moderately Old,1945.0,1,1,0,0,0,0,125
flat,sector 72,Spaze Privy3.9 ★,3.1,6693.0,4,5,3+,8.0,Moderately Old,3374.0,1,1,1,1,0,0,136
flat,sector 90,DLF New Town Heights 13.9 ★,1.99,7297.0,4,4,3+,9.0,Relatively New,3030.0,0,1,0,1,0,1,102
flat,sector 69,Tulip Violet4.2 ★,1.4,9103.0,3,3,1,12.0,Relatively New,1392.0,0,0,0,0,0,1,157
flat,sector 69,Tulip Violet4.3 ★,1.8,8955.0,4,4,2,9.0,Relatively New,1819.0,0,0,0,1,0,1,165
house,sector 55,independent,5.6,20741.0,6,4,3,3.0,Old Property,2700.0,0,1,0,0,0,1,41
flat,sector 85,Godrej Air,1.05,10606.0,2,2,1,15.0,Under Construction,97.0,0,0,0,0,0,0,45
flat,sector 37d,Ramprastha The Edge Towers3.5 ★,0.8,8889.0,2,2,3,10.0,Relatively New,1310.0,0,0,0,0,1,0,166
flat,sector 102,Emaar Imperial Gardens3.8 ★,1.91,9550.0,3,4,2,17.0,Relatively New,1587.0,1,1,0,0,0,1,152
flat,sohna road,GLS Arawali Homes3.8 ★,0.27,4688.0,2,2,2,1.0,New Property,640.0,0,0,0,0,0,0,35
flat,sector 48,Parsvnath Green Ville3.9 ★,3.3,9985.0,5,5,3+,4.0,Old Property,3305.0,0,1,0,0,0,0,71
flat,sector 89,Smart World Gems,0.88,7978.0,2,2,0,2.0,New Property,1103.0,0,0,0,0,0,0,0
flat,sector 81,DLF The Ultima4.0 ★,2.3,14375.0,3,4,3+,18.0,Relatively New,1854.0,0,1,0,0,0,2,174
flat,sector 92,Sare Homes,0.58,4099.0,3,3,3,3.0,New Property,1281.0,0,0,0,0,0,0,54
flat,sector 95,ROF Ananda,0.21,61.0,1,1,1,13.0,Relatively New,38223.0,0,0,0,0,0,0,68
flat,sector 67,M3M Merlin3.7 ★,2.8,13672.0,3,3,3,2.0,Relatively New,2048.0,0,0,1,0,0,2,174
flat,manesar,The Crew Bos Chs Manesar,0.85,3696.0,3,3,2,2.0,Moderately Old,2556.0,0,0,0,0,0,0,44
flat,sector 79,Godrej 1014.0 ★,1.28,8505.0,3,3,3,7.0,Relatively New,1362.0,0,0,0,0,0,0,158
flat,sector 111,Puri Diplomatic Greens4.0 ★,3.7,12542.0,4,5,3+,12.0,Relatively New,2650.0,0,1,0,0,0,1,158
house,manesar,independent,2.0,14959.0,3,1,0,3.0,Moderately Old,1337.4,0,0,0,0,0,0,16
flat,sector 56,Kiran Residency,1.55,7750.0,3,3,3+,5.0,Old Property,1800.0,0,1,0,1,1,0,166
house,sector 25,dlf city plots phase 2,10.75,29861.0,9,9,3+,3.0,Old Property,3600.0,0,1,1,1,0,0,73
flat,sector 85,Orris Aster Court Premier,1.5,5859.0,4,5,3+,6.0,New Property,2017.0,0,1,0,0,0,1,28
flat,sector 83,Vatika Emilia Floors3.7 ★,0.6,5714.0,2,2,2,1.0,Relatively New,990.0,0,0,0,0,0,1,167
flat,sector 111,m3m crown,4.67,17000.0,4,4,3+,8.0,Under Construction,3056.0,0,0,0,0,0,0,73
flat,sector 99a,Laxmi pareena,0.3,6667.0,2,1,0,12.0,New Property,500.0,0,0,0,0,0,0,0
flat,sector 69,Tulip Violet4.2 ★,1.78,8856.0,4,4,2,10.0,Relatively New,1819.0,0,0,0,1,0,1,156
flat,sector 95,ROF Ananda,0.26,6842.0,1,1,1,8.0,New Property,422.0,0,0,0,0,0,0,49
flat,sector 68,Supertech Hues,0.9,7627.0,2,2,2,1.0,New Property,1311.0,0,0,0,0,0,0,44
flat,sector 99a,Prime Habitat,0.32,4658.0,2,2,1,7.0,Relatively New,601.0,0,0,0,0,0,0,44
house,sector 38,independent,8.0,25616.0,10,10,3+,1.0,Relatively New,3123.0,0,0,0,0,0,0,0
house,sector 7,shivpuri,2.4,8889.0,10,5,3,2.0,Old Property,2700.0,1,1,0,1,0,0,8
flat,sector 108,Raheja Vedaanta3.6 ★,1.25,5682.0,3,2,0,0.0,Relatively New,1991.0,0,0,0,0,0,1,65
flat,sector 104,ATS Triumph3.9 ★,2.5,7937.0,4,4,3+,14.0,New Property,2851.0,0,1,0,0,0,0,21
flat,sector 102,Conscient Heritage Max4.3 ★,1.7,11333.0,3,4,3+,8.0,Relatively New,1700.0,0,1,0,1,0,1,174
house,sector 2,ansals palam vihar,5.7,14729.0,5,5,2,2.0,Old Property,4550.0,0,0,0,1,0,2,94
flat,sector 49,Vatika City4.1 ★,1.98,9074.0,3,4,3,9.0,Moderately Old,1750.75,0,1,0,0,0,1,101
flat,sector 33,Central Park Flower Valley,2.2,10476.0,3,3,3,12.0,New Property,1900.0,0,1,0,0,0,1,49
flat,sector 70a,AIPL Zen Residences,1.25,9905.0,2,2,3,19.0,Relatively New,1402.0,0,0,0,0,0,0,0
flat,sector 107,Signature Global Solera 2,0.5,8929.0,2,2,2,13.0,New Property,622.0,0,0,0,0,0,0,8
flat,sector 91,TARC Maceo3.8 ★,0.87,6641.0,2,2,2,9.0,Relatively New,1148.0,0,0,1,0,0,0,78
flat,sector 66,Ireo Uptown4.1 ★,1.5,11219.0,2,3,3,1.0,Relatively New,1330.0,0,1,0,0,1,1,79
flat,sector 106,Paras Dews,1.05,8537.0,3,4,3+,10.0,Relatively New,1345.0,0,1,0,0,0,0,174
flat,sohna road,Breez Global Hill View,0.42,7179.0,2,2,1,18.0,Relatively New,650.0,0,0,0,0,0,0,44
flat,sector 104,ATS Triumph3.9 ★,2.65,8413.0,4,4,3+,10.0,Relatively New,2851.0,0,1,0,0,0,0,174
flat,sector 37c,Imperia The Esfera,0.87,5513.0,2,3,3+,5.0,Relatively New,1300.0,1,0,0,0,0,0,109
flat,sector 3 phase 2,Ashok vihar phase 2,0.28,4308.0,2,2,1,3.0,Relatively New,600.0,0,0,0,0,0,0,64
house,sector 39,independent,1.7,17989.0,2,2,3+,3.0,Moderately Old,900.0,0,1,1,0,0,0,45
flat,sector 89,Tulip Petals3.6 ★,1.1,7097.0,3,2,3,4.0,New Property,1550.0,0,0,0,0,0,0,0
flat,sector 37d,BPTP Terra3.8 ★,1.72,9498.0,3,3,3,9.0,Relatively New,1373.0,1,0,0,0,0,1,24
flat,sector 83,Vatika City Homes3.9 ★,1.0,5747.0,3,3,2,2.0,Relatively New,1575.0,0,0,1,0,0,1,174
flat,sector 43,DLF Wellington Estate4.2 ★,2.09,14615.0,3,3,2,11.0,Old Property,1294.0,0,0,0,0,0,1,79
flat,sector 79,Bestech Altura,2.55,9533.0,4,5,2,4.0,New Property,2675.0,0,1,0,0,0,0,44
flat,sector 2,HCBS Sports Ville,0.35,4375.0,2,2,2,8.0,Relatively New,800.0,0,0,0,0,0,0,37
house,sector 109,international city by sobha phase 2,7.0,12963.0,5,6,2,2.0,Relatively New,5400.0,0,1,0,0,0,0,154
house,sector 2,independent,4.95,20370.0,6,5,3+,3.0,Relatively New,2430.0,0,1,0,0,0,0,91
flat,sector 68,M3M Ikonic,1.8,9231.0,3,3,3+,18.0,Relatively New,1845.0,0,0,0,0,0,1,126
flat,sector 104,Godrej Summit3.7 ★,1.1,8668.0,2,2,3,16.0,Under Construction,1148.0,0,0,0,0,1,0,88
house,sector 82,vatika india next,6.5,20062.0,4,3,0,2.0,Relatively New,3240.0,0,0,0,0,0,0,0
flat,sector 83,Mapsko Paradise3.9 ★,0.95,6300.0,3,3,3,1.0,Moderately Old,1489.0,0,0,0,0,0,0,0
flat,sector 70a,AIPL Zen Residences,1.65,13074.0,2,2,3,23.0,New Property,1142.0,0,0,0,0,0,0,81
flat,sector 104,Godrej Summit3.7 ★,0.75,5910.0,2,2,3,6.0,Relatively New,1148.0,0,0,0,0,1,0,79
flat,sector 86,Pyramid Urban Homes 2,0.5,9615.0,2,2,1,10.0,Relatively New,578.0,0,0,0,0,0,0,15
flat,sector 52,Green Homes,1.85,7872.0,3,3,3,7.0,Moderately Old,2127.0,0,1,0,0,0,0,28
flat,sector 85,Orris Carnation Residency3.7 ★,0.88,5954.0,3,3,1,1.0,Relatively New,1344.0,0,0,0,0,0,0,65
flat,sector 103,Indiabulls Centrum Park3.7 ★,1.33,8581.0,3,3,3+,8.0,Relatively New,1671.0,1,0,0,0,0,0,150
house,sector 24,independent,2.6,24074.0,4,4,3+,4.0,Relatively New,1080.0,1,0,1,1,0,2,0
house,sector 33,central park flower valley cerise floors,1.35,11157.0,2,2,2,4.0,New Property,1210.0,1,0,0,0,0,2,107
flat,sector 67a,Ireo The Corridors,2.0,11581.0,3,3,2,6.0,Under Construction,1346.0,0,0,0,0,1,0,15
house,sector 109,international city by sobha phase 2,6.8,12593.0,4,5,3,2.0,Relatively New,5400.0,0,1,0,0,0,0,49
flat,sector 79,Mapsko Mount Ville4.1 ★,1.2,8054.0,3,3,3,9.0,Relatively New,1321.0,1,0,0,0,0,1,104
flat,sector 71,Signature Andour Heights3.8 ★,0.37,7400.0,1,1,2,2.0,Relatively New,425.0,0,0,0,0,0,1,37
flat,sector 82a,DLF The Primus3.9 ★,1.59,10338.0,3,3,3+,5.0,Relatively New,1668.0,0,0,0,0,1,2,167
flat,sector 86,DLF The Skycourt4.2 ★,1.59,8243.0,3,3,3,17.0,Relatively New,1700.0,0,0,0,0,1,1,165
flat,sector 82,Vatika The Seven Lamps3.8 ★,1.0,5924.0,2,2,2,11.0,Relatively New,1299.0,1,0,0,0,0,1,90
flat,sector 65,Emaar MGF Emerald Floors Premier3.8 ★,2.65,16061.0,3,3,3,5.0,Relatively New,1650.0,1,1,0,0,0,0,37
flat,sector 66,Emaar MGF The Enclave,2.1,12353.0,3,4,2,12.0,Relatively New,1800.0,0,1,0,0,0,1,156
flat,sector 113,La Vida by Tata Housing,2.78,10335.0,3,4,3+,5.0,Relatively New,2350.0,0,1,0,0,0,0,174
flat,sector 43,DLF Carlton Estate4.0 ★,2.0,14215.0,3,3,2,5.0,Moderately Old,1273.0,0,0,0,0,0,0,65
house,sector 55,independent,4.6,21296.0,3,3,3+,2.0,Old Property,2160.0,0,1,1,1,0,1,37
flat,sector 37c,Corona Optus3.9 ★,1.44,7236.0,3,3,3+,2.0,Relatively New,1789.0,1,1,0,0,1,0,49
flat,sector 84,Antriksh Heights3.7 ★,1.02,4869.0,4,4,3+,11.0,Relatively New,1896.0,0,1,0,1,0,0,99
